BatchNumber,MachineNumber,ProductCode,TimeStarted,TimeStopped,NumberProduced,NumberRejected
5658,4,36,2011-05-11 08:25:00,2011-05-11 11:00:00,885,9
5658,5,54,2011-05-11 08:39:00,2011-05-11 11:14:00,885,9
5659,6,17,2011-05-11 08:53:00,2011-05-11 10:18:00,910,9
5660,1,17,2011-05-12 08:53:00,2011-05-12 09:13:00,214,2
5660,2,29,2011-05-12 09:06:00,2011-05-12 16:31:00,6993,74
5660,3,47,2011-05-12 09:06:00,2011-05-12 16:31:00,2543,27
5661,4,34,2011-05-12 09:38:00,2011-05-12 15:58:00,2172,23
5661,5,52,2011-05-12 09:38:00,2011-05-12 15:58:00,2172,23
5662,6,11,2011-05-12 08:03:00,2011-05-12 13:18:00,3375,36
5663,1,11,2011-05-13 08:03:00,2011-05-13 12:08:00,2625,28
5663,2,29,2011-05-13 08:24:00,2011-05-13 12:29:00,3850,41
5663,3,46,2011-05-13 08:24:00,2011-05-13 11:19:00,1000,10
5664,4,33,2011-05-13 08:54:00,2011-05-13 12:04:00,1086,11
5664,5,51,2011-05-13 08:54:00,2011-05-13 14:29:00,1915,20
5665,6,23,2011-05-13 09:08:00,2011-05-13 14:43:00,3590,38
5666,1,23,2011-05-16 08:36:00,2011-05-16 14:31:00,3805,40
5666,2,28,2011-05-16 09:15:00,2011-05-16 14:00:00,4479,48
5666,3,59,2011-05-16 09:15:00,2011-05-16 12:55:00,1258,13
5667,4,46,2011-05-16 09:03:00,2011-05-16 12:43:00,1258,13
5667,5,36,2011-05-16 09:03:00,2011-05-16 12:38:00,1229,13
5668,6,9,2011-05-16 09:17:00,2011-05-16 10:37:00,857,9
5669,1,9,2011-05-17 09:17:00,2011-05-17 10:37:00,857,9
5669,2,27,2011-05-17 09:31:00,2011-05-17 09:46:00,235,2
5669,3,59,2011-05-17 09:31:00,2011-05-17 16:56:00,2545,27
5670,4,45,2011-05-17 08:04:00,2011-05-17 15:29:00,2545,27
5670,5,49,2011-05-17 08:04:00,2011-05-17 14:19:00,2144,22
5671,6,22,2011-05-17 08:18:00,2011-05-17 13:28:00,3323,35
5672,1,22,2011-05-18 08:32:00,2011-05-18 12:32:00,2572,27
5672,2,26,2011-05-18 08:32:00,2011-05-18 12:32:00,3772,40
5672,3,58,2011-05-18 08:45:00,2011-05-18 11:35:00,972,10
5673,4,47,2011-05-18 08:45:00,2011-05-18 10:30:00,600,6
5673,5,34,2011-05-18 08:59:00,2011-05-18 10:44:00,600,6
5674,6,12,2011-05-18 08:59:00,2011-05-18 09:34:00,375,4
5675,1,6,2011-05-19 09:13:00,2011-05-19 16:58:00,4985,53
5675,2,24,2011-05-19 09:13:00,2011-05-19 16:58:00,7310,78
5675,3,42,2011-05-19 09:26:00,2011-05-19 13:26:00,1373,14
5676,4,46,2011-05-19 09:26:00,2011-05-19 14:56:00,1887,20
5676,5,33,2011-05-19 08:27:00,2011-05-19 13:57:00,1887,20
5677,6,19,2011-05-19 08:27:00,2011-05-19 12:47:00,2787,29
5678,1,19,2011-05-20 08:14:00,2011-05-20 11:29:00,2090,22
5678,2,25,2011-05-20 08:14:00,2011-05-20 11:29:00,3065,32
5678,3,43,2011-05-20 08:27:00,2011-05-20 10:32:00,715,7
5679,4,47,2011-05-20 08:27:00,2011-05-20 09:22:00,314,3
5679,5,33,2011-05-20 08:41:00,2011-05-20 09:36:00,314,3
5680,6,12,2011-05-20 08:55:00,2011-05-20 17:05:00,5253,56
5681,1,12,2011-05-23 08:37:00,2011-05-23 13:27:00,3109,33
5681,2,24,2011-05-23 08:37:00,2011-05-23 13:27:00,4559,48
5681,3,55,2011-05-23 09:05:00,2011-05-23 12:45:00,1259,13
5682,4,42,2011-05-23 09:05:00,2011-05-23 11:40:00,887,9
5682,5,46,2011-05-23 09:04:00,2011-05-23 11:39:00,887,9
5683,6,19,2011-05-23 09:04:00,2011-05-23 10:29:00,911,9
5684,1,19,2011-05-24 09:18:00,2011-05-24 09:33:00,160,1
5684,2,26,2011-05-24 09:18:00,2011-05-24 09:33:00,235,2
5684,3,58,2011-05-24 09:31:00,2011-05-24 16:56:00,2547,27
5685,4,44,2011-05-24 09:31:00,2011-05-24 15:51:00,2175,23
5685,5,43,2011-05-24 08:05:00,2011-05-24 14:25:00,2175,23
5686,6,17,2011-05-24 08:05:00,2011-05-24 10:30:00,1555,16
5687,1,17,2011-05-25 08:19:00,2011-05-25 10:44:00,1555,16
5687,2,25,2011-05-25 08:32:00,2011-05-25 09:52:00,1257,13
5687,3,57,2011-05-25 08:32:00,2011-05-25 08:42:00,57,0
5688,4,43,2011-05-25 08:46:00,2011-05-25 08:56:00,57,0
5688,5,53,2011-05-25 08:46:00,2011-05-25 16:06:00,2519,27
5689,6,16,2011-05-25 08:16:00,2011-05-25 14:31:00,4022,43
5690,1,16,2011-05-26 08:16:00,2011-05-26 14:31:00,4022,43
5690,2,25,2011-05-26 09:13:00,2011-05-26 14:18:00,4796,51
5690,3,43,2011-05-26 09:13:00,2011-05-26 13:08:00,1345,14
5691,4,47,2011-05-26 09:27:00,2011-05-26 13:22:00,1345,14
5691,5,33,2011-05-26 09:27:00,2011-05-26 12:17:00,973,10
5692,6,12,2011-05-26 08:01:00,2011-05-26 10:51:00,1823,19
5693,1,12,2011-05-27 08:01:00,2011-05-27 09:01:00,643,6
5693,2,24,2011-05-27 08:14:00,2011-05-27 08:44:00,471,5
5693,3,55,2011-05-27 08:14:00,2011-05-27 15:59:00,2662,28
5694,4,42,2011-05-27 08:28:00,2011-05-27 16:13:00,2662,28
5694,5,46,2011-05-30 08:28:00,2011-05-30 15:03:00,2262,24
5699,6,21,2011-05-31 08:51:00,2011-05-31 11:16:00,1555,16
5700,1,21,2011-06-01 09:32:00,2011-06-01 15:42:00,3969,42
5700,2,26,2011-06-01 08:06:00,2011-06-01 14:16:00,5819,62
5700,3,57,2011-06-01 08:06:00,2011-06-01 13:36:00,1890,20
5701,4,44,2011-06-01 09:02:00,2011-06-01 12:52:00,1317,14
5701,5,43,2011-06-01 09:02:00,2011-06-01 12:52:00,1317,14
5702,6,16,2011-06-01 08:33:00,2011-06-01 11:18:00,1770,18
5703,1,16,2011-06-02 08:33:00,2011-06-02 10:08:00,1019,10
5703,2,25,2011-06-02 08:47:00,2011-06-02 10:22:00,1494,16
5703,3,57,2011-06-02 08:47:00,2011-06-02 09:12:00,143,1
5704,4,43,2011-06-02 09:01:00,2011-06-02 16:41:00,2635,28
5704,5,47,2011-06-02 09:01:00,2011-06-02 16:41:00,2636,28
5705,6,2,2011-06-02 09:14:00,2011-06-02 15:44:00,4184,44
5706,1,2,2011-06-03 09:14:00,2011-06-03 14:34:00,3433,36
5706,2,32,2011-06-03 09:28:00,2011-06-03 14:48:00,5033,53
5706,3,37,2011-06-03 09:28:00,2011-06-03 13:43:00,1461,15
5707,4,55,2011-06-03 08:02:00,2011-06-03 11:07:00,1060,11
5707,5,41,2011-06-03 08:02:00,2011-06-03 09:57:00,659,7
5708,6,14,2011-06-03 08:15:00,2011-06-03 10:10:00,1234,13
5709,1,14,2011-06-06 09:24:00,2011-06-06 10:34:00,749,8
5709,2,32,2011-06-06 09:37:00,2011-06-06 11:27:00,1728,18
5709,3,36,2011-06-06 08:11:00,2011-06-06 10:01:00,628,6
5710,4,54,2011-06-06 08:11:00,2011-06-06 15:26:00,2485,26
5710,5,58,2011-06-06 08:25:00,2011-06-06 14:30:00,2085,22
5711,6,17,2011-06-06 08:25:00,2011-06-06 13:20:00,3160,33
5712,1,17,2011-06-07 08:38:00,2011-06-07 12:28:00,2464,26
5712,2,26,2011-06-07 08:38:00,2011-06-07 12:28:00,3614,38
5712,3,57,2011-06-07 08:52:00,2011-06-07 11:32:00,914,9
5713,4,44,2011-06-07 08:52:00,2011-06-07 10:22:00,514,5
5713,5,43,2011-06-07 09:06:00,2011-06-07 10:36:00,514,5
5714,6,16,2011-06-07 09:06:00,2011-06-07 09:31:00,267,2
5715,1,16,2011-06-08 09:19:00,2011-06-08 16:54:00,4875,52
5715,2,25,2011-06-08 09:19:00,2011-06-08 15:44:00,6050,64
5715,3,57,2011-06-08 09:33:00,2011-06-08 15:58:00,2200,23
5716,4,43,2011-06-08 09:33:00,2011-06-08 14:53:00,1829,19
5716,5,47,2011-06-08 08:07:00,2011-06-08 10:12:00,714,7
5717,6,2,2011-06-08 08:07:00,2011-06-08 10:12:00,1339,14
5718,1,2,2011-06-09 08:52:00,2011-06-09 11:52:00,1928,20
5718,2,32,2011-06-09 08:52:00,2011-06-09 10:47:00,1807,19
5718,3,37,2011-06-09 08:34:00,2011-06-09 09:19:00,257,2
5719,4,55,2011-06-09 08:34:00,2011-06-09 09:19:00,257,2
5719,5,41,2011-06-09 08:48:00,2011-06-09 16:43:00,2715,29
5720,6,14,2011-06-09 08:48:00,2011-06-09 15:38:00,4393,47
5721,1,14,2011-06-10 09:01:00,2011-06-10 15:51:00,4393,47
5721,2,32,2011-06-10 09:01:00,2011-06-10 14:41:00,5343,57
5721,3,36,2011-06-10 09:15:00,2011-06-10 13:45:00,1543,16
5722,4,54,2011-06-10 09:29:00,2011-06-10 13:59:00,1543,16
5722,5,58,2011-06-10 09:29:00,2011-06-10 12:54:00,1172,12
5723,6,17,2011-06-10 08:02:00,2011-06-10 10:17:00,1446,15
5724,1,17,2011-06-13 09:11:00,2011-06-13 12:56:00,2411,25
5724,2,26,2011-06-13 09:11:00,2011-06-13 11:46:00,2436,26
5724,3,57,2011-06-13 09:24:00,2011-06-13 10:54:00,514,5
5725,4,44,2011-06-13 09:24:00,2011-06-13 09:44:00,114,1
5725,5,43,2011-06-13 09:38:00,2011-06-13 09:58:00,114,1
5726,6,16,2011-06-13 09:38:00,2011-06-13 16:13:00,4234,45
5727,1,16,2011-06-14 08:12:00,2011-06-14 14:37:00,4127,44
5727,2,25,2011-06-14 08:25:00,2011-06-14 14:50:00,6052,64
5727,3,57,2011-06-14 08:25:00,2011-06-14 13:40:00,1801,19
5728,4,43,2011-06-14 08:39:00,2011-06-14 12:44:00,1401,15
5728,5,47,2011-06-14 08:39:00,2011-06-14 12:44:00,1401,15
5729,6,2,2011-06-14 08:53:00,2011-06-14 11:53:00,1929,20
5730,1,2,2011-06-15 08:53:00,2011-06-15 10:43:00,1179,12
5730,2,32,2011-06-15 09:06:00,2011-06-15 10:56:00,1729,18
5730,3,37,2011-06-15 09:06:00,2011-06-15 09:46:00,228,2
5731,4,55,2011-06-15 09:38:00,2011-06-15 10:18:00,228,2
5731,5,41,2011-06-15 09:38:00,2011-06-15 17:33:00,2717,29
5732,6,14,2011-06-15 08:03:00,2011-06-15 14:48:00,4341,46
5733,1,14,2011-06-16 08:03:00,2011-06-16 14:48:00,4341,46
5733,2,32,2011-06-16 08:24:00,2011-06-16 13:59:00,5266,56
5733,3,36,2011-06-16 08:24:00,2011-06-16 12:54:00,1544,16
5734,4,54,2011-06-16 08:54:00,2011-06-16 13:24:00,1544,16
5734,5,55,2011-06-16 08:54:00,2011-06-16 15:54:00,2403,25
5735,6,22,2011-06-16 09:08:00,2011-06-16 11:18:00,1393,14
5736,1,22,2011-06-17 09:08:00,2011-06-17 11:18:00,1393,14
5736,2,32,2011-06-17 09:21:00,2011-06-17 10:26:00,1021,10
5736,3,36,2011-06-17 09:35:00,2011-06-17 17:50:00,2832,30
5737,4,54,2011-06-17 09:35:00,2011-06-17 16:40:00,2432,26
5737,5,41,2011-06-17 08:09:00,2011-06-17 15:14:00,2432,26
5738,6,13,2011-06-17 08:09:00,2011-06-17 14:09:00,3860,41
5739,1,13,2011-06-20 09:31:00,2011-06-20 15:51:00,4075,43
5739,2,31,2011-06-20 09:31:00,2011-06-20 11:56:00,2280,24
5739,3,49,2011-06-20 08:04:00,2011-06-20 09:24:00,457,4
5740,4,36,2011-06-20 08:04:00,2011-06-20 09:24:00,457,4
5740,5,54,2011-06-20 08:18:00,2011-06-20 08:28:00,57,0
5741,6,17,2011-06-20 08:18:00,2011-06-20 15:38:00,4718,50
5742,1,17,2011-06-21 08:32:00,2011-06-21 15:52:00,4719,50
5742,2,29,2011-06-21 08:32:00,2011-06-21 14:47:00,5896,63
5742,3,47,2011-06-21 08:45:00,2011-06-21 13:50:00,1746,18
5743,4,34,2011-06-21 08:45:00,2011-06-21 13:50:00,1746,18
5743,5,52,2011-06-21 08:59:00,2011-06-21 12:54:00,1345,14
5744,6,11,2011-06-21 08:59:00,2011-06-21 11:49:00,1823,19
5745,1,11,2011-06-22 09:13:00,2011-06-22 12:03:00,1823,19
5745,2,29,2011-06-22 09:13:00,2011-06-22 10:13:00,943,10
5745,3,46,2011-06-22 09:26:00,2011-06-22 09:56:00,171,1
5746,4,33,2011-06-22 09:26:00,2011-06-22 09:56:00,171,1
5746,5,51,2011-06-22 08:27:00,2011-06-22 16:12:00,2662,28
5747,6,23,2011-06-22 08:27:00,2011-06-22 15:02:00,4236,45
5748,1,23,2011-06-23 08:14:00,2011-06-23 14:49:00,4236,45
5748,2,28,2011-06-23 08:14:00,2011-06-23 13:39:00,5111,54
5748,3,59,2011-06-23 08:27:00,2011-06-23 13:52:00,1861,19
5749,4,46,2011-06-23 08:27:00,2011-06-23 12:47:00,1488,15
5749,5,36,2011-06-23 08:41:00,2011-06-23 11:51:00,1088,11
5750,6,9,2011-06-23 08:55:00,2011-06-23 12:05:00,2038,21
5751,1,9,2011-06-24 09:22:00,2011-06-24 11:22:00,1287,13
5751,2,27,2011-06-24 09:22:00,2011-06-24 10:17:00,865,9
5751,3,59,2011-06-24 09:36:00,2011-06-24 17:41:00,2777,29
5752,4,45,2011-06-24 08:09:00,2011-06-24 16:14:00,2777,29
5752,5,49,2011-06-24 08:09:00,2011-06-24 15:04:00,2376,25
5753,6,22,2011-06-24 08:37:00,2011-06-24 10:02:00,911,9
5754,1,22,2011-06-27 08:19:00,2011-06-27 14:29:00,3969,42
5754,2,26,2011-06-27 08:19:00,2011-06-27 14:29:00,5819,62
5754,3,58,2011-06-27 08:32:00,2011-06-27 14:02:00,1890,20
5755,4,44,2011-06-27 08:46:00,2011-06-27 12:36:00,1317,14
5755,5,47,2011-06-27 08:46:00,2011-06-27 12:36:00,1317,14
5756,6,12,2011-06-27 08:16:00,2011-06-27 11:01:00,1770,18
5757,1,12,2011-06-28 08:16:00,2011-06-28 09:51:00,1019,10
5757,2,24,2011-06-28 09:13:00,2011-06-28 10:48:00,1494,16
5757,3,42,2011-06-28 09:27:00,2011-06-28 09:52:00,143,1
5758,4,46,2011-06-28 09:27:00,2011-06-28 17:07:00,2635,28
5758,5,33,2011-06-28 08:01:00,2011-06-28 14:31:00,2234,23
5759,6,19,2011-06-28 08:01:00,2011-06-28 14:31:00,4184,44
5760,1,19,2011-06-29 08:14:00,2011-06-29 13:34:00,3433,36
5760,2,25,2011-06-29 08:14:00,2011-06-29 12:29:00,4011,42
5760,3,43,2011-06-29 08:28:00,2011-06-29 12:43:00,1461,15
5761,4,47,2011-06-29 08:42:00,2011-06-29 11:47:00,1060,11
5761,5,33,2011-06-29 08:42:00,2011-06-29 10:37:00,659,7
5762,6,12,2011-06-29 08:55:00,2011-06-29 14:50:00,3809,40
5763,1,12,2011-06-30 08:55:00,2011-06-30 14:50:00,3809,40
5763,2,24,2011-06-30 09:09:00,2011-06-30 17:09:00,7550,80
5763,3,55,2011-06-30 09:23:00,2011-06-30 16:13:00,2349,25
5764,4,42,2011-06-30 09:23:00,2011-06-30 16:13:00,2349,25
5764,5,46,2011-06-30 09:36:00,2011-06-30 15:21:00,1977,21
5765,6,19,2011-06-30 09:36:00,2011-06-30 14:11:00,2951,31
5766,1,19,2011-07-01 08:11:00,2011-07-01 12:46:00,2951,31
5766,2,26,2011-07-01 08:11:00,2011-07-01 11:36:00,3225,34
5766,3,58,2011-07-01 08:24:00,2011-07-01 10:44:00,802,8
5767,4,44,2011-07-01 08:37:00,2011-07-01 10:57:00,802,8
5767,5,43,2011-07-01 08:37:00,2011-07-01 09:47:00,401,4
5768,6,17,2011-07-01 08:51:00,2011-07-01 10:41:00,1178,12
5769,1,17,2011-07-04 09:02:00,2011-07-04 09:27:00,267,2
5769,2,25,2011-07-04 08:33:00,2011-07-04 08:58:00,392,4
5769,3,57,2011-07-04 08:47:00,2011-07-04 16:22:00,2600,27
5770,4,43,2011-07-04 08:47:00,2011-07-04 15:12:00,2200,23
5770,5,53,2011-07-04 09:01:00,2011-07-04 14:21:00,1828,19
5771,6,16,2011-07-04 09:01:00,2011-07-04 14:21:00,3428,36
5772,1,16,2011-07-05 09:14:00,2011-07-05 11:19:00,1339,14
5772,2,25,2011-07-05 09:28:00,2011-07-05 11:33:00,1964,21
5772,3,43,2011-07-05 09:28:00,2011-07-05 12:28:00,1028,11
5773,4,47,2011-07-05 08:02:00,2011-07-05 09:57:00,657,7
5773,5,33,2011-07-05 08:02:00,2011-07-05 09:57:00,657,7
5774,6,12,2011-07-05 08:15:00,2011-07-05 09:00:00,482,5
5775,1,12,2011-07-06 08:15:00,2011-07-06 16:10:00,5090,54
5775,2,24,2011-07-06 08:29:00,2011-07-06 16:24:00,7465,80
5775,3,55,2011-07-06 08:29:00,2011-07-06 15:19:00,2343,25
5776,4,42,2011-07-06 08:43:00,2011-07-06 15:33:00,2343,25
5776,5,46,2011-07-06 08:56:00,2011-07-06 14:36:00,1943,20
5777,6,19,2011-07-06 08:56:00,2011-07-06 13:26:00,2893,31
5778,1,19,2011-07-07 08:57:00,2011-07-07 13:27:00,2893,31
5778,2,26,2011-07-07 08:57:00,2011-07-07 12:22:00,3222,34
5778,3,58,2011-07-07 09:24:00,2011-07-07 12:49:00,1172,12
5779,4,44,2011-07-07 09:24:00,2011-07-07 11:39:00,771,8
5779,5,43,2011-07-07 09:37:00,2011-07-07 10:42:00,371,3
5780,6,17,2011-07-07 08:11:00,2011-07-07 09:16:00,696,7
5781,1,17,2011-07-08 08:11:00,2011-07-08 13:26:00,3376,36
5781,2,25,2011-07-08 08:25:00,2011-07-08 15:35:00,6758,72
5781,3,58,2011-07-08 08:25:00,2011-07-08 15:35:00,2458,26
5782,4,45,2011-07-08 08:38:00,2011-07-08 14:38:00,2058,22
5782,5,49,2011-07-08 08:52:00,2011-07-08 14:52:00,2058,22
5783,6,21,2011-07-08 08:52:00,2011-07-08 13:47:00,3161,33
5784,1,21,2011-07-11 08:34:00,2011-07-11 13:49:00,3376,36
5784,2,26,2011-07-11 08:34:00,2011-07-11 12:39:00,3851,41
5784,3,57,2011-07-11 08:48:00,2011-07-11 12:53:00,1401,15
5785,4,44,2011-07-11 09:01:00,2011-07-11 12:01:00,1029,11
5785,5,43,2011-07-11 09:01:00,2011-07-11 12:01:00,1029,11
5786,6,16,2011-07-11 09:15:00,2011-07-11 11:05:00,1179,12
5787,1,16,2011-07-12 09:15:00,2011-07-12 09:55:00,428,4
5787,2,25,2011-07-12 09:29:00,2011-07-12 10:09:00,628,6
5787,3,57,2011-07-12 09:29:00,2011-07-12 17:24:00,2717,29
5788,4,43,2011-07-12 08:02:00,2011-07-12 14:47:00,2316,24
5788,5,47,2011-07-12 08:02:00,2011-07-12 14:47:00,2316,24
5789,6,2,2011-07-12 08:16:00,2011-07-12 13:51:00,3591,38
5790,1,2,2011-07-13 08:03:00,2011-07-13 13:38:00,3591,38
5790,2,32,2011-07-13 08:03:00,2011-07-13 12:33:00,4244,45
5790,3,37,2011-07-13 08:43:00,2011-07-13 15:43:00,2402,25
5791,4,55,2011-07-13 08:43:00,2011-07-13 15:43:00,2403,25
5791,5,41,2011-07-13 08:57:00,2011-07-13 11:07:00,743,7
5792,6,14,2011-07-13 09:11:00,2011-07-13 10:16:00,696,7
5793,1,14,2011-07-14 09:11:00,2011-07-14 10:16:00,696,7
5793,2,32,2011-07-14 09:24:00,2011-07-14 17:39:00,7782,83
5793,3,36,2011-07-14 09:24:00,2011-07-14 14:54:00,1888,20
5794,4,54,2011-07-14 09:38:00,2011-07-14 15:08:00,1888,20
5794,5,58,2011-07-14 08:12:00,2011-07-14 12:02:00,1316,14
5795,6,17,2011-07-14 08:12:00,2011-07-14 12:02:00,2466,26
5796,1,17,2011-07-15 08:25:00,2011-07-15 11:05:00,1715,18
5796,2,26,2011-07-15 08:39:00,2011-07-15 10:14:00,1493,16
5796,3,57,2011-07-15 08:39:00,2011-07-15 10:14:00,543,5
5797,4,44,2011-07-15 08:53:00,2011-07-15 09:18:00,143,1
5797,5,43,2011-07-15 08:53:00,2011-07-15 09:18:00,143,1
5798,6,16,2011-07-15 09:06:00,2011-07-15 16:41:00,4879,52
5799,1,16,2011-07-18 09:21:00,2011-07-18 14:36:00,3378,36
5799,2,25,2011-07-18 09:21:00,2011-07-18 13:26:00,3852,41
5799,3,57,2011-07-18 09:35:00,2011-07-18 13:40:00,1402,15
5800,4,43,2011-07-18 09:35:00,2011-07-18 12:30:00,1001,10
5800,5,47,2011-07-18 08:09:00,2011-07-18 09:59:00,629,6
5801,6,2,2011-07-18 08:22:00,2011-07-18 10:12:00,1179,12
5802,1,2,2011-07-19 08:22:00,2011-07-19 09:02:00,429,4
5802,2,32,2011-07-19 08:36:00,2011-07-19 09:16:00,629,6
5802,3,37,2011-07-19 08:36:00,2011-07-19 16:26:00,2690,28
5803,4,55,2011-07-19 09:15:00,2011-07-19 16:00:00,2318,24
5803,5,41,2011-07-19 09:03:00,2011-07-19 15:48:00,2318,24
5804,6,14,2011-07-19 09:03:00,2011-07-19 14:38:00,3593,38
5805,1,14,2011-07-20 09:17:00,2011-07-20 13:42:00,2842,30
5805,2,32,2011-07-20 09:17:00,2011-07-20 13:42:00,4167,44
5805,3,36,2011-07-20 09:31:00,2011-07-20 17:21:00,2691,28
5806,4,54,2011-07-20 09:31:00,2011-07-20 17:21:00,2691,28
5806,5,58,2011-07-20 08:04:00,2011-07-20 10:14:00,744,7
5807,6,17,2011-07-20 08:04:00,2011-07-20 09:04:00,643,6
5808,1,17,2011-07-21 08:18:00,2011-07-21 09:18:00,643,6
5808,2,26,2011-07-21 08:32:00,2011-07-21 16:47:00,7785,83
5808,3,57,2011-07-21 08:32:00,2011-07-21 16:47:00,2835,30
5809,4,44,2011-07-21 08:45:00,2011-07-21 15:50:00,2434,26
5809,5,48,2011-07-21 08:59:00,2011-07-21 14:54:00,2033,21
5810,6,8,2011-07-21 08:59:00,2011-07-21 14:54:00,3808,40
5811,1,8,2011-07-22 09:13:00,2011-07-22 14:03:00,3111,33
5811,2,26,2011-07-22 09:26:00,2011-07-22 14:16:00,4561,48
5811,3,58,2011-07-22 09:26:00,2011-07-22 13:06:00,1260,13
5812,4,44,2011-07-22 08:27:00,2011-07-22 12:02:00,1231,13
5812,5,47,2011-07-22 08:14:00,2011-07-22 11:49:00,1231,13
5813,6,12,2011-07-22 08:14:00,2011-07-22 09:39:00,911,9
5814,1,12,2011-07-25 08:09:00,2011-07-25 12:09:00,2575,27
5814,2,24,2011-07-25 08:09:00,2011-07-25 12:09:00,3775,40
5814,3,42,2011-07-25 08:23:00,2011-07-25 11:13:00,974,10
5815,4,46,2011-07-25 08:23:00,2011-07-25 08:33:00,57,0
5815,5,33,2011-07-25 08:37:00,2011-07-25 08:47:00,57,0
5816,6,19,2011-07-25 08:37:00,2011-07-25 09:12:00,375,4
5817,1,19,2011-07-26 09:05:00,2011-07-26 16:50:00,4989,53
5817,2,28,2011-07-26 09:04:00,2011-07-26 16:49:00,7314,78
5817,3,59,2011-07-26 09:04:00,2011-07-26 15:39:00,2263,24
5818,4,46,2011-07-26 09:18:00,2011-07-26 15:53:00,2263,24
5818,5,36,2011-07-26 09:18:00,2011-07-26 14:48:00,1891,20
5819,6,23,2011-07-26 09:31:00,2011-07-26 13:51:00,2790,29
5820,1,23,2011-07-27 08:05:00,2011-07-27 12:25:00,2790,29
5820,2,27,2011-07-27 08:05:00,2011-07-27 11:15:00,2988,32
5820,3,59,2011-07-27 08:19:00,2011-07-27 10:24:00,716,7
5821,4,45,2011-07-27 08:19:00,2011-07-27 10:24:00,716,7
5821,5,49,2011-07-27 08:32:00,2011-07-27 09:27:00,315,3
5822,6,22,2011-07-27 08:32:00,2011-07-27 16:37:00,5205,55
5823,1,22,2011-07-28 08:46:00,2011-07-28 16:51:00,5205,55
5823,2,26,2011-07-28 08:16:00,2011-07-28 15:16:00,6696,71
5823,3,58,2011-07-28 08:16:00,2011-07-28 08:51:00,199,2
5824,4,44,2011-07-28 09:13:00,2011-07-28 09:48:00,199,2
5824,5,47,2011-07-28 09:13:00,2011-07-28 13:53:00,1599,17
5825,6,12,2011-07-28 09:27:00,2011-07-28 14:07:00,2999,32
5826,1,12,2011-07-29 08:01:00,2011-07-29 11:36:00,2303,24
5826,2,24,2011-07-29 08:01:00,2011-07-29 10:26:00,2278,24
5826,3,42,2011-07-29 08:14:00,2011-07-29 10:39:00,828,8
5827,4,46,2011-07-29 08:14:00,2011-07-29 09:29:00,428,4
5827,5,33,2011-07-29 08:28:00,2011-07-29 08:38:00,57,0
5828,6,19,2011-07-29 08:42:00,2011-07-29 08:52:00,107,1
5829,1,19,2011-08-01 08:11:00,2011-08-01 08:41:00,321,3
5829,2,28,2011-08-01 08:24:00,2011-08-01 16:04:00,7229,77
5829,3,59,2011-08-01 08:37:00,2011-08-01 15:12:00,2257,24
5830,4,46,2011-08-01 08:51:00,2011-08-01 15:26:00,2257,24
5830,5,36,2011-08-01 08:51:00,2011-08-01 14:16:00,1857,19
5831,6,23,2011-08-01 09:05:00,2011-08-01 14:30:00,3482,37
5832,1,23,2011-08-02 09:19:00,2011-08-02 13:34:00,2732,29
5832,2,27,2011-08-02 09:19:00,2011-08-02 12:29:00,2986,32
5832,3,59,2011-08-02 09:32:00,2011-08-02 12:42:00,1086,11
5833,4,45,2011-08-02 09:32:00,2011-08-02 11:32:00,686,7
5833,5,49,2011-08-02 08:06:00,2011-08-02 13:11:00,1743,18
5834,6,22,2011-08-02 08:06:00,2011-08-02 13:11:00,3268,35
5835,1,22,2011-08-03 09:02:00,2011-08-03 17:02:00,5144,55
5835,2,26,2011-08-03 08:33:00,2011-08-03 16:33:00,7544,80
5835,3,58,2011-08-03 08:33:00,2011-08-03 15:28:00,2372,25
5836,4,44,2011-08-03 08:47:00,2011-08-03 14:32:00,1972,21
5836,5,47,2011-08-03 08:47:00,2011-08-03 14:32:00,1972,21
5837,6,12,2011-08-03 09:01:00,2011-08-03 13:36:00,2947,31
5838,1,12,2011-08-04 09:14:00,2011-08-04 12:44:00,2250,24
5838,2,24,2011-08-04 09:28:00,2011-08-04 12:58:00,3300,35
5838,3,42,2011-08-04 09:28:00,2011-08-04 11:48:00,800,8
5839,4,46,2011-08-04 08:02:00,2011-08-04 10:22:00,800,8
5839,5,33,2011-08-04 08:15:00,2011-08-04 09:25:00,400,4
5840,6,19,2011-08-04 08:15:00,2011-08-04 08:20:00,53,0
5841,1,19,2011-08-05 08:29:00,2011-08-05 08:34:00,53,0
5841,2,25,2011-08-05 08:43:00,2011-08-05 15:58:00,6837,73
5841,3,43,2011-08-05 08:43:00,2011-08-05 14:48:00,2087,22
5842,4,47,2011-08-05 08:56:00,2011-08-05 15:01:00,2087,22
5842,5,33,2011-08-05 08:57:00,2011-08-05 14:27:00,1887,20
5843,6,12,2011-08-05 08:57:00,2011-08-05 14:27:00,3537,37
5844,1,12,2011-08-08 09:36:00,2011-08-08 14:56:00,3430,36
5844,2,24,2011-08-08 09:06:00,2011-08-08 10:21:00,1179,12
5844,3,55,2011-08-08 09:06:00,2011-08-08 09:26:00,114,1
5845,4,42,2011-08-08 09:19:00,2011-08-08 09:39:00,114,1
5845,5,46,2011-08-08 09:33:00,2011-08-08 16:58:00,2546,27
5846,6,19,2011-08-08 09:33:00,2011-08-08 15:53:00,4074,43
